Record_ID,Date,Actual_Quantity,Counted_Quantity,Count_Accurate,Error_Type,Error_Amount,Error_Percentage,Count_Time_Seconds,Staff_ID,Staff_Experience_Years,Staff_Training,Staff_Role,Product_Type,Product_Subtype,Packaging,Location,Time_of_Day,Day_of_Week,End_of_Month,Scanner_Battery,Scanner_Model,Scanner_Calibrated,ERP_Status,WiFi_Strength,Count_Method,Inventory_Review_Type,Location_Type
REC0258,2023-10-12,4180,4180,True,None,0,0.0,3900,14,4,Basic,Pharmacy Staff,Miscellaneous,First Aid,Box,Shop Floor - Zone A,Evening,Monday,False,High,Old Model,False,Maintenance Mode,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0259,2023-05-06,7568,7568,True,None,0,0.0,4581,19,5,Intermediate,Pharmacy Staff,Drug,OTC,Box,Shop Floor - Zone B,Afternoon,Tuesday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0260,2023-07-17,44,44,True,None,0,0.0,18,5,14,Advanced,Pharmacy Staff,Medical Device,Diagnostic,Individual,Warehouse - Main Building 3rd Floor,Evening,Saturday,False,Low,Current Model,False,Slow,Strong,Scanner Count,Quarterly Stock-take,Warehouse
REC0261,2023-07-25,10212,10212,True,None,0,0.0,5252,14,4,Basic,Pharmacy Staff,Drug,Refrigerated,Bottle,Shop Floor - Zone A,Morning,Wednesday,True,High,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor
REC0262,2023-12-01,88,88,True,None,0,0.0,35,12,6,Advanced,Warehouse Team,Miscellaneous,Hygiene,Individual,Shop Floor - Zone A,Evening,Saturday,False,Medium,Current Model,True,Maintenance Mode,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0263,2023-06-18,8280,8280,True,None,0,0.0,3401,7,3,Advanced,Pharmacy Staff,Miscellaneous,Baby Care,Bottle,Warehouse - Shop Building Ground Floor,Morning,Tuesday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse
REC0264,2023-07-27,2652,2652,True,None,0,0.0,1132,9,6,Advanced,Pharmacy Staff,Drug,OTC,Box,Shop Floor - Zone B,Afternoon,Wednesday,True,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0265,2023-12-10,21,21,True,None,0,0.0,10,8,7,Intermediate,Pharmacy Staff,Medical Device,Diagnostic,Individual,Warehouse - Main Building 3rd Floor,Afternoon,Wednesday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Warehouse
REC0266,2023-12-31,15,15,True,None,0,0.0,10,17,3,Intermediate,Warehouse Team,Medical Device,Surgical,Individual,Storage Room - Medical Devices,Morning,Wednesday,True,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Storage
REC0267,2023-12-12,530,530,True,None,0,0.0,330,20,2,Basic,Pharmacy Staff,Drug,OTC,Blister Pack,Warehouse - Shop Building Ground Floor,Afternoon,Friday,False,Medium,New Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Warehouse
REC0268,2023-04-28,1725,1725,True,None,0,0.0,975,7,3,Advanced,Pharmacy Staff,Drug,Refrigerated,Box,Warehouse - Shop Building Ground Floor,Afternoon,Wednesday,True,Low,Old Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse
REC0269,2023-01-26,153,144,False,Undercount,9,5.88235294117647,53,13,13,Basic,Team Leader,Drug,Controlled,Tube,Storage Room - Drugs,Evening,Thursday,True,High,Current Model,False,Normal,Normal,Scanner Count,Quarterly Stock-take,Storage
REC0270,2023-07-24,3723,3723,True,None,0,0.0,1799,17,3,Intermediate,Warehouse Team,Miscellaneous,Baby Care,Bottle,Warehouse - Shop Building Ground Floor,Afternoon,Thursday,False,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse
REC0271,2023-02-20,608,608,True,None,0,0.0,222,8,7,Intermediate,Pharmacy Staff,Drug,Refrigerated,Bottle,Shop Floor - Zone B,Morning,Monday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0272,2023-05-29,3570,3464,False,Undercount,106,2.9691876750700277,4689,11,2,Basic,Pharmacy Staff,Drug,OTC,Bottle,Shop Floor - Zone C,Afternoon,Tuesday,True,High,Old Model,True,Normal,Normal,Manual Count,Quarterly Stock-take,Shop Floor
REC0273,2023-05-01,14,14,True,None,0,0.0,14,4,4,Intermediate,Warehouse Team,Drug,Controlled,Tube,Storage Room - Drugs,Afternoon,Monday,False,Medium,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Storage
REC0274,2023-12-28,6570,5495,False,Undercount,1075,16.362252663622527,2777,12,6,Advanced,Warehouse Team,Drug,Refrigerated,Bottle,Shop Floor - Zone B,Morning,Monday,True,Low,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor
REC0275,2023-02-20,13064,13064,True,None,0,0.0,13125,10,1,Intermediate,Warehouse Team,Drug,Prescription,Bottle,Storage Room - Drugs,Afternoon,Wednesday,False,High,Current Model,False,Normal,Normal,Manual Count,Regular Stock Check,Storage
REC0276,2023-08-14,1012,1012,True,None,0,0.0,547,20,2,Basic,Pharmacy Staff,Drug,Controlled,Blister Pack,Shop Floor - Zone A,Morning,Friday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0277,2023-06-26,62,52,False,Undercount,10,16.129032258064516,79,11,2,Basic,Pharmacy Staff,Miscellaneous,Supplements,Tube,Shop Floor - Zone C,Morning,Tuesday,True,High,Current Model,True,Normal,Normal,Manual Count,Ad-hoc Check,Shop Floor
REC0278,2023-01-13,4140,4140,True,None,0,0.0,2305,19,5,Intermediate,Pharmacy Staff,Drug,OTC,Bottle,Shop Floor - Zone A,Evening,Monday,False,Low,New Model,True,Normal,Weak,Scanner Count,Ad-hoc Check,Shop Floor
REC0279,2023-09-28,897,897,True,None,0,0.0,237,5,14,Advanced,Pharmacy Staff,Drug,Controlled,Box,Storage Room - Drugs,Morning,Tuesday,True,High,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Storage
REC0280,2023-08-09,192,192,True,None,0,0.0,281,16,5,Intermediate,Pharmacy Staff,Medical Device,Diagnostic,Blister Pack,Shop Floor - Zone B,Evening,Sunday,False,Medium,New Model,False,Slow,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0281,2023-07-01,10,10,True,None,0,0.0,10,3,4,Intermediate,Pharmacy Staff,Medical Device,Therapeutic,Individual,Storage Room - Medical Devices,Morning,Friday,False,Medium,New Model,True,Normal,Normal,Scanner Count,Ad-hoc Check,Storage
REC0282,2023-08-09,34,34,True,None,0,0.0,18,19,5,Intermediate,Pharmacy Staff,Medical Device,Therapeutic,Individual,Warehouse - Main Building 3rd Floor,Afternoon,Monday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Warehouse
REC0283,2023-07-26,32,32,True,None,0,0.0,34,10,1,Intermediate,Warehouse Team,Miscellaneous,Baby Care,Individual,Shop Floor - Zone B,Evening,Friday,True,Medium,New Model,False,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0284,2023-07-18,3492,3492,True,None,0,0.0,1581,2,4,Intermediate,Pharmacy Staff,Miscellaneous,Baby Care,Bottle,Shop Floor - Zone A,Evening,Friday,False,Medium,Current Model,False,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor
REC0285,2023-07-14,210,210,True,None,0,0.0,123,17,3,Intermediate,Warehouse Team,Medical Device,Diagnostic,Blister Pack,Storage Room - Medical Devices,Evening,Monday,False,High,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Storage
REC0286,2023-02-14,39,39,True,None,0,0.0,32,18,4,Intermediate,Pharmacy Staff,Medical Device,Surgical,Individual,Warehouse - Main Building 3rd Floor,Morning,Tuesday,False,Low,Old Model,True,Slow,Weak,Scanner Count,Regular Stock Check,Warehouse
REC0287,2023-05-08,6795,6349,False,Undercount,446,6.563649742457689,6536,19,5,Intermediate,Pharmacy Staff,Drug,Prescription,Box,Shop Floor - Zone B,Morning,Friday,False,Low,Old Model,True,Normal,Normal,Combined Method,Regular Stock Check,Shop Floor
REC0288,2023-10-19,22,22,True,None,0,0.0,11,12,6,Advanced,Warehouse Team,Drug,OTC,Tube,Storage Room - Drugs,Evening,Thursday,False,High,New Model,True,Normal,Weak,Combined Method,Regular Stock Check,Storage
REC0289,2023-12-19,11305,11305,True,None,0,0.0,4614,1,7,Intermediate,Pharmacy Staff,Drug,OTC,Bottle,Shop Floor - Zone A,Evening,Friday,False,Medium,Old Model,True,Normal,Strong,Scanner Count,Quarterly Stock-take,Shop Floor
REC0290,2023-02-11,13,13,True,None,0,0.0,10,10,1,Intermediate,Warehouse Team,Miscellaneous,Hygiene,Individual,Shop Floor - Zone A,Evening,Friday,False,High,Current Model,False,Maintenance Mode,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0291,2023-08-04,924,924,True,None,0,0.0,1099,9,6,Advanced,Pharmacy Staff,Medical Device,Surgical,Box,Storage Room - Medical Devices,Morning,Friday,False,Medium,Current Model,False,Normal,Normal,Manual Count,Regular Stock Check,Storage
REC0292,2023-12-31,1448,1448,True,None,0,0.0,634,12,6,Advanced,Warehouse Team,Drug,Prescription,Blister Pack,Storage Room - Drugs,Evening,Monday,True,Medium,Old Model,True,Slow,Weak,Scanner Count,Quarterly Stock-take,Storage
REC0293,2023-06-11,15200,15200,True,None,0,0.0,5485,7,3,Advanced,Pharmacy Staff,Drug,Refrigerated,Bottle,Shop Floor - Zone B,Evening,Friday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0294,2023-06-15,1232,1232,True,None,0,0.0,744,4,4,Intermediate,Warehouse Team,Miscellaneous,Hygiene,Box,Shop Floor - Zone B,Afternoon,Tuesday,False,Medium,Current Model,False,Normal,Normal,Scanner Count,Ad-hoc Check,Shop Floor
REC0295,2023-04-29,96,96,True,None,0,0.0,91,2,4,Intermediate,Pharmacy Staff,Medical Device,Therapeutic,Blister Pack,Shop Floor - Zone B,Afternoon,Friday,True,Low,Current Model,True,Normal,Normal,Combined Method,Regular Stock Check,Shop Floor
REC0296,2023-01-04,48,48,True,None,0,0.0,35,10,1,Intermediate,Warehouse Team,Medical Device,Diagnostic,Individual,Warehouse - Main Building 3rd Floor,Afternoon,Monday,False,High,Old Model,False,Slow,Normal,Scanner Count,Regular Stock Check,Warehouse
REC0297,2023-10-23,64,64,True,None,0,0.0,25,13,13,Basic,Team Leader,Miscellaneous,Supplements,Individual,Shop Floor - Zone C,Morning,Monday,False,High,Old Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0298,2023-03-10,80,80,True,None,0,0.0,105,20,2,Basic,Pharmacy Staff,Miscellaneous,Hygiene,Individual,Shop Floor - Zone C,Morning,Saturday,False,Medium,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0299,2023-03-08,23,23,True,None,0,0.0,12,8,7,Intermediate,Pharmacy Staff,Medical Device,Diagnostic,Individual,Shop Floor - Zone C,Morning,Monday,False,High,Old Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0300,2023-08-02,10,10,True,None,0,0.0,10,20,2,Basic,Pharmacy Staff,Medical Device,Surgical,Individual,Storage Room - Medical Devices,Morning,Thursday,False,High,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Storage
REC0301,2023-03-28,45,45,True,None,0,0.0,20,1,7,Intermediate,Pharmacy Staff,Medical Device,Therapeutic,Individual,Warehouse - Main Building 3rd Floor,Afternoon,Friday,True,Medium,New Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse
REC0302,2023-02-22,1320,1320,True,None,0,0.0,507,6,9,Intermediate,Team Leader,Drug,Refrigerated,Bottle,Warehouse - Shop Building Ground Floor,Afternoon,Thursday,False,High,New Model,False,Normal,Normal,Scanner Count,Quarterly Stock-take,Warehouse
REC0303,2023-01-21,60,50,False,Undercount,10,16.666666666666664,25,7,3,Advanced,Pharmacy Staff,Miscellaneous,Supplements,Individual,Shop Floor - Zone A,Evening,Thursday,False,High,Old Model,True,Maintenance Mode,Strong,Scanner Count,Regular Stock Check,Shop Floor
REC0304,2023-09-15,30,29,False,Undercount,1,3.3333333333333335,12,2,4,Intermediate,Pharmacy Staff,Drug,Prescription,Tube,Shop Floor - Zone B,Afternoon,Saturday,False,Medium,New Model,False,Normal,Strong,Scanner Count,Quarterly Stock-take,Shop Floor
REC0305,2023-09-16,3400,3400,True,None,0,0.0,1809,20,2,Basic,Pharmacy Staff,Drug,Prescription,Bottle,Shop Floor - Zone C,Morning,Saturday,False,High,Current Model,True,Normal,Strong,Scanner Count,Regular Stock Check,Shop Floor
REC0306,2023-09-05,5529,6034,False,Overcount,505,9.133658889491771,6757,20,2,Basic,Pharmacy Staff,Drug,OTC,Bottle,Shop Floor - Zone B,Morning,Monday,False,High,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0307,2023-04-01,23,20,False,Undercount,3,13.043478260869565,10,13,13,Basic,Team Leader,Medical Device,Monitoring,Individual,Warehouse - Main Building 3rd Floor,Evening,Friday,False,High,Current Model,True,Normal,Weak,Scanner Count,Quarterly Stock-take,Warehouse
REC0308,2023-11-10,140,140,True,None,0,0.0,130,6,9,Intermediate,Team Leader,Drug,OTC,Box,Warehouse - Shop Building Ground Floor,Afternoon,Friday,False,High,Current Model,True,Normal,Strong,Manual Count,Regular Stock Check,Warehouse
REC0309,2023-11-29,770,770,True,None,0,0.0,464,1,7,Intermediate,Pharmacy Staff,Medical Device,Therapeutic,Box,Storage Room - Medical Devices,Evening,Thursday,True,Medium,Old Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Storage
REC0310,2023-06-27,1,2,False,Overcount,1,100.0,10,7,3,Advanced,Pharmacy Staff,Medical Device,Monitoring,Individual,Warehouse - Main Building 3rd Floor,Morning,Monday,True,High,New Model,True,Maintenance Mode,Normal,Combined Method,Quarterly Stock-take,Warehouse
REC0311,2023-08-05,560,531,False,Undercount,29,5.178571428571429,477,16,5,Intermediate,Pharmacy Staff,Drug,Prescription,Blister Pack,Shop Floor - Zone C,Evening,Friday,False,High,Current Model,True,Normal,Weak,Manual Count,Regular Stock Check,Shop Floor
REC0312,2023-03-26,50,50,True,None,0,0.0,59,17,3,Intermediate,Warehouse Team,Miscellaneous,First Aid,Individual,Shop Floor - Zone B,Morning,Monday,True,High,Current Model,False,Maintenance Mode,Normal,Manual Count,Quarterly Stock-take,Shop Floor
REC0313,2023-05-20,29,29,True,None,0,0.0,13,7,3,Advanced,Pharmacy Staff,Medical Device,Surgical,Individual,Warehouse - Main Building 3rd Floor,Afternoon,Wednesday,False,High,New Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse
REC0314,2023-04-30,20,20,True,None,0,0.0,25,10,1,Intermediate,Warehouse Team,Medical Device,Diagnostic,Individual,Storage Room - Medical Devices,Morning,Friday,True,Medium,Current Model,True,Normal,Weak,Manual Count,Ad-hoc Check,Storage
REC0315,2023-07-15,189,186,False,Undercount,3,1.5873015873015872,227,14,4,Basic,Pharmacy Staff,Drug,Refrigerated,Tube,Storage Room - Drugs,Morning,Monday,False,High,New Model,True,Normal,Weak,Manual Count,Quarterly Stock-take,Storage
REC0316,2023-01-25,44,44,True,None,0,0.0,32,19,5,Intermediate,Pharmacy Staff,Medical Device,Surgical,Individual,Shop Floor - Zone A,Afternoon,Monday,True,Low,Old Model,True,Slow,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0317,2023-06-11,150,150,True,None,0,0.0,34,5,14,Advanced,Pharmacy Staff,Drug,Controlled,Blister Pack,Storage Room - Drugs,Morning,Monday,False,High,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Storage
REC0318,2023-02-15,2268,2078,False,Undercount,190,8.37742504409171,1195,12,6,Advanced,Warehouse Team,Miscellaneous,First Aid,Box,Shop Floor - Zone B,Morning,Tuesday,False,High,Old Model,False,Slow,Strong,Scanner Count,Quarterly Stock-take,Shop Floor
REC0319,2023-06-19,969,969,True,None,0,0.0,365,7,3,Advanced,Pharmacy Staff,Drug,Prescription,Bottle,Storage Room - Drugs,Evening,Sunday,False,Medium,Old Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Storage
REC0320,2023-08-30,11252,11252,True,None,0,0.0,4887,16,5,Intermediate,Pharmacy Staff,Drug,Prescription,Bottle,Shop Floor - Zone C,Afternoon,Tuesday,True,High,New Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0321,2023-01-26,2580,2580,True,None,0,0.0,1148,7,3,Advanced,Pharmacy Staff,Miscellaneous,Supplements,Box,Shop Floor - Zone A,Evening,Monday,True,High,Current Model,True,Normal,Weak,Scanner Count,Quarterly Stock-take,Shop Floor
REC0322,2023-11-22,328,317,False,Undercount,11,3.353658536585366,319,16,5,Intermediate,Pharmacy Staff,Drug,Controlled,Blister Pack,Warehouse - Shop Building Ground Floor,Morning,Sunday,False,Medium,Current Model,False,Normal,Normal,Manual Count,Regular Stock Check,Warehouse
REC0323,2023-06-23,3168,3168,True,None,0,0.0,1306,3,4,Intermediate,Pharmacy Staff,Drug,Controlled,Bottle,Shop Floor - Zone B,Evening,Wednesday,False,Medium,Current Model,True,Normal,Strong,Scanner Count,Regular Stock Check,Shop Floor
REC0324,2023-11-19,800,830,False,Overcount,30,3.75,870,18,4,Intermediate,Pharmacy Staff,Drug,Controlled,Blister Pack,Shop Floor - Zone A,Evening,Saturday,False,High,Current Model,True,Slow,Strong,Manual Count,Ad-hoc Check,Shop Floor
REC0325,2023-03-26,2,2,True,None,0,0.0,10,11,2,Basic,Pharmacy Staff,Medical Device,Monitoring,Individual,Storage Room - Medical Devices,Morning,Tuesday,True,Medium,New Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Storage
REC0326,2023-12-07,7616,6387,False,Undercount,1229,16.137079831932773,4058,20,2,Basic,Pharmacy Staff,Drug,OTC,Bottle,Shop Floor - Zone A,Morning,Friday,False,High,Old Model,True,Normal,Strong,Scanner Count,Regular Stock Check,Shop Floor
REC0327,2023-11-05,2088,1900,False,Undercount,188,9.003831417624522,2214,20,2,Basic,Pharmacy Staff,Drug,Refrigerated,Box,Warehouse - Shop Building Ground Floor,Afternoon,Friday,False,High,Current Model,True,Normal,Strong,Combined Method,Quarterly Stock-take,Warehouse
REC0328,2023-01-15,14,13,False,Undercount,1,7.142857142857142,10,4,4,Intermediate,Warehouse Team,Medical Device,Diagnostic,Individual,Warehouse - Main Building 3rd Floor,Afternoon,Monday,False,High,Current Model,True,Normal,Weak,Scanner Count,Quarterly Stock-take,Warehouse
REC0329,2023-07-05,3256,3256,True,None,0,0.0,2338,14,4,Basic,Pharmacy Staff,Drug,OTC,Box,Shop Floor - Zone C,Morning,Friday,False,Medium,Old Model,True,Normal,Strong,Scanner Count,Ad-hoc Check,Shop Floor
REC0330,2023-11-26,1225,1198,False,Undercount,27,2.2040816326530615,1401,10,1,Intermediate,Warehouse Team,Drug,Controlled,Blister Pack,Shop Floor - Zone A,Morning,Wednesday,True,Medium,Current Model,False,Normal,Weak,Manual Count,Quarterly Stock-take,Shop Floor
REC0331,2023-03-07,500,500,True,None,0,0.0,389,9,6,Advanced,Pharmacy Staff,Drug,Prescription,Blister Pack,Shop Floor - Zone C,Evening,Tuesday,False,High,Current Model,False,Normal,Normal,Manual Count,Quarterly Stock-take,Shop Floor
REC0332,2023-04-16,532,532,True,None,0,0.0,236,17,3,Intermediate,Warehouse Team,Drug,Refrigerated,Blister Pack,Shop Floor - Zone A,Morning,Thursday,False,High,Current Model,True,Normal,Strong,Scanner Count,Regular Stock Check,Shop Floor
REC0333,2023-12-14,247,258,False,Overcount,11,4.4534412955465585,311,3,4,Intermediate,Pharmacy Staff,Drug,Controlled,Box,Storage Room - Drugs,Afternoon,Tuesday,False,Medium,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Storage
REC0334,2023-07-13,2592,2592,True,None,0,0.0,2073,8,7,Intermediate,Pharmacy Staff,Miscellaneous,Hygiene,Bottle,Shop Floor - Zone A,Afternoon,Wednesday,False,High,New Model,True,Normal,Weak,Manual Count,Regular Stock Check,Shop Floor
REC0335,2023-03-27,4257,4269,False,Overcount,12,0.28188865398167723,6551,20,2,Basic,Pharmacy Staff,Drug,OTC,Box,Warehouse - Shop Building Ground Floor,Afternoon,Wednesday,True,Medium,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Warehouse
REC0336,2023-09-15,2622,2622,True,None,0,0.0,1384,15,3,Basic,Pharmacy Staff,Drug,Prescription,Bottle,Shop Floor - Zone A,Afternoon,Monday,False,High,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor
REC0337,2023-11-17,33,33,True,None,0,0.0,40,18,4,Intermediate,Pharmacy Staff,Miscellaneous,Hygiene,Tube,Shop Floor - Zone C,Evening,Wednesday,False,High,Current Model,True,Slow,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0338,2023-04-10,38,38,True,None,0,0.0,26,5,14,Advanced,Pharmacy Staff,Medical Device,Therapeutic,Individual,Shop Floor - Zone C,Evening,Monday,False,High,Current Model,True,Slow,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0339,2023-01-07,1206,1206,True,None,0,0.0,1383,6,9,Intermediate,Team Leader,Miscellaneous,First Aid,Box,Shop Floor - Zone B,Afternoon,Friday,False,High,Current Model,False,Slow,Strong,Manual Count,Regular Stock Check,Shop Floor
REC0340,2023-08-22,30,28,False,Undercount,2,6.666666666666667,19,20,2,Basic,Pharmacy Staff,Medical Device,Diagnostic,Individual,Shop Floor - Zone A,Evening,Monday,False,High,Current Model,True,Normal,Strong,Scanner Count,Regular Stock Check,Shop Floor
REC0341,2023-09-19,6288,5778,False,Undercount,510,8.110687022900763,3748,11,2,Basic,Pharmacy Staff,Drug,Refrigerated,Bottle,Shop Floor - Zone B,Morning,Friday,False,High,Current Model,False,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor
REC0342,2023-07-16,450,401,False,Undercount,49,10.888888888888888,510,17,3,Intermediate,Warehouse Team,Drug,Prescription,Blister Pack,Shop Floor - Zone B,Evening,Wednesday,False,High,Current Model,False,Slow,Normal,Manual Count,Quarterly Stock-take,Shop Floor
REC0343,2023-05-16,712,712,True,None,0,0.0,160,5,14,Advanced,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Storage Room - Drugs,Evening,Wednesday,False,High,Current Model,True,Normal,Strong,Scanner Count,Regular Stock Check,Storage
REC0344,2023-03-06,1800,1800,True,None,0,0.0,1013,20,2,Basic,Pharmacy Staff,Drug,OTC,Bottle,Storage Room - Drugs,Morning,Wednesday,False,High,Old Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Storage
REC0345,2023-10-18,3850,3850,True,None,0,0.0,4170,13,13,Basic,Team Leader,Drug,OTC,Box,Shop Floor - Zone C,Evening,Tuesday,False,High,Current Model,False,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0346,2023-10-19,550,550,True,None,0,0.0,314,12,6,Advanced,Warehouse Team,Medical Device,Diagnostic,Box,Shop Floor - Zone B,Evening,Thursday,False,High,Old Model,False,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor
REC0347,2023-12-29,33,33,True,None,0,0.0,10,5,14,Advanced,Pharmacy Staff,Medical Device,Monitoring,Individual,Shop Floor - Zone B,Evening,Friday,True,High,New Model,True,Slow,Normal,Scanner Count,Quarterly Stock-take,Shop Floor
REC0348,2023-06-04,3640,3640,True,None,0,0.0,1942,16,5,Intermediate,Pharmacy Staff,Drug,Refrigerated,Box,Storage Room - Drugs,Evening,Friday,False,High,New Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Storage
REC0349,2023-03-20,1628,1628,True,None,0,0.0,1097,9,6,Advanced,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Warehouse - Shop Building Ground Floor,Afternoon,Friday,False,Medium,Current Model,True,Normal,Normal,Manual Count,Quarterly Stock-take,Warehouse
REC0350,2023-07-03,680,680,True,None,0,0.0,731,12,6,Advanced,Warehouse Team,Medical Device,Therapeutic,Box,Storage Room - Medical Devices,Morning,Sunday,False,High,Current Model,False,Normal,Normal,Manual Count,Regular Stock Check,Storage
REC0351,2023-02-03,93,93,True,None,0,0.0,49,18,4,Intermediate,Pharmacy Staff,Miscellaneous,Hygiene,Individual,Shop Floor - Zone B,Evening,Monday,False,High,Current Model,True,Maintenance Mode,Normal,Scanner Count,Ad-hoc Check,Shop Floor
REC0352,2023-11-14,688,649,False,Undercount,39,5.6686046511627906,650,17,3,Intermediate,Warehouse Team,Drug,Controlled,Blister Pack,Shop Floor - Zone C,Afternoon,Sunday,False,High,New Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0353,2023-08-25,539,526,False,Undercount,13,2.411873840445269,502,10,1,Intermediate,Warehouse Team,Drug,Controlled,Blister Pack,Warehouse - Shop Building Ground Floor,Morning,Saturday,True,High,Old Model,True,Maintenance Mode,Normal,Combined Method,Quarterly Stock-take,Warehouse
REC0354,2023-08-17,768,768,True,None,0,0.0,410,7,3,Advanced,Pharmacy Staff,Medical Device,Diagnostic,Box,Warehouse - Main Building 3rd Floor,Evening,Saturday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse
REC0355,2023-01-19,2850,2850,True,None,0,0.0,1603,7,3,Advanced,Pharmacy Staff,Drug,Prescription,Box,Shop Floor - Zone B,Evening,Saturday,False,Low,Old Model,True,Normal,Strong,Scanner Count,Quarterly Stock-take,Shop Floor
REC0356,2023-06-02,679,679,True,None,0,0.0,264,1,7,Intermediate,Pharmacy Staff,Drug,Controlled,Blister Pack,Storage Room - Drugs,Evening,Tuesday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Storage
REC0357,2023-06-02,1332,1332,True,None,0,0.0,590,2,4,Intermediate,Pharmacy Staff,Drug,Prescription,Blister Pack,Warehouse - Shop Building Ground Floor,Morning,Thursday,False,Medium,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Warehouse
REC0358,2023-12-10,72,72,True,None,0,0.0,35,3,4,Intermediate,Pharmacy Staff,Miscellaneous,Hygiene,Tube,Warehouse - Shop Building Ground Floor,Afternoon,Friday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse
REC0359,2023-01-12,1152,1152,True,None,0,0.0,652,12,6,Advanced,Warehouse Team,Miscellaneous,Hygiene,Box,Shop Floor - Zone C,Evening,Wednesday,False,High,Current Model,True,Normal,Normal,Combined Method,Regular Stock Check,Shop Floor
REC0360,2023-01-22,39,39,True,None,0,0.0,16,9,6,Advanced,Pharmacy Staff,Medical Device,Diagnostic,Individual,Shop Floor - Zone B,Afternoon,Wednesday,False,High,Current Model,False,Normal,Strong,Scanner Count,Regular Stock Check,Shop Floor
REC0361,2023-05-21,893,893,True,None,0,0.0,1039,18,4,Intermediate,Pharmacy Staff,Miscellaneous,Baby Care,Box,Warehouse - Shop Building Ground Floor,Evening,Tuesday,False,High,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Warehouse
REC0362,2023-03-23,1683,1683,True,None,0,0.0,1162,20,2,Basic,Pharmacy Staff,Drug,OTC,Blister Pack,Shop Floor - Zone C,Afternoon,Monday,False,Low,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor
